总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型 
222万,20944元/平米,欢乐家园,海曙区 白云 ,6室2厅1厨3卫,高楼层 (共7层),106㎡,复式,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021-05-10,商品房,2019-07-18,普通住宅,满两年,非共有,无抵押,已上传房本照片,202105103302030062,None,None,None,None
272万,21076元/平米,万科未来之光,北仑区 小港 ,4室1厅1厨2卫,低楼层 (共18层),129.06㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,2022-07-13,商品房,2020-08-20,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202308273302060013,None,None,None,None
836万,61201元/平米,江山万里四期,鄞州区 南部商务区 ,4室2厅1厨2卫,高楼层 (共7层),136.6㎡,平层,暂无数据,板楼,南,钢结构,精装,两梯两户,有,2023-06-20,商品房,2018-12-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202306213302120058,None,None,None,None
580万,42188元/平米,万科东晟府,鄞州区 高新区 ,4室2厅1厨2卫,低楼层 (共32层),137.48㎡,平层,暂无数据,板塔结合,南,混合结构,精装,两梯两户,有,2020-04-26,商品房,2020-04-26,普通住宅,满两年,共有,有抵押 120万元,已上传房本照片,202004273302120093,None,None,None,None
340万,30350元/平米,东城阳光苑二期,鄞州区 邱隘 ,3室2厅1厨2卫,高楼层 (共17层),112.03㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021-06-12,商品房,2021-06-13,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202110283302120050,None,None,None,None
219万,29436元/平米,书香景苑一期,鄞州区 邱隘 ,2室2厅1厨1卫,中楼层 (共5层),74.4㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-06-15,商品房,2021-06-15,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202106163302120106,None,None,None,None
360万,12797元/平米,玉泉山庄,余姚市 余姚周边 ,5室3厅1厨3卫,低楼层 (共3层),281.32㎡,复式,268.04㎡,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2022-04-20,商品房,2014-01-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,202204213302810006,None,None,None,None
369万,32988元/平米,万科都心里,鄞州区 中河 ,3室2厅1厨2卫,中楼层 (共31层),111.86㎡,平层,85㎡,板楼,南,钢混结构,简装,两梯四户,有,2021-05-14,商品房,2019-09-20,普通住宅,满两年,非共有,有抵押 160万元,已上传房本照片,202105153302120007,None,None,None,None
440万,26419元/平米,缇郦苑,鄞州区 姜山 ,4室2厅1厨3卫,高楼层 (共6层),166.55㎡,跃层,暂无数据,塔楼,东南,钢混结构,毛坯,一梯两户,暂无数据,2021-09-27,商品房,2020-03-31,普通住宅,满两年,非共有,无抵押,已上传房本照片,202205133302120004,None,None,None,None
830万,31568元/平米,合生国际城,镇海区 庄市 ,5室3厅1厨4卫,低楼层 (共3层),262.93㎡,复式,暂无数据,板楼,南,钢混结构,精装,一梯四户,无,2022-11-22,商品房,2019-06-20,普通住宅,暂无数据,非共有,有抵押 300万元 业主自还,已上传房本照片,202211243302110034,None,None,None,None
602万,43766元/平米,和协风格尚品,鄞州区 钟公庙 ,3室2厅1厨2卫,中楼层 (共9层),137.55㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯两户,有,2021-09-11,商品房,2016-02-18,普通住宅,暂无数据,共有,有抵押 120万元 中国银行 客户偿还,已上传房本照片,202108230210075,None,None,None,None
945万,32973元/平米,景瑞望府,鄞州区 姜山 ,4室2厅1厨3卫,低楼层 (共3层),286.6㎡,None,暂无数据,None,南,钢混结构,其他,None,None,2023-02-24,商品房,2005-02-24,别墅,暂无数据,共有,无抵押,已上传房本照片,202112213302120054,None,None,None,联排
1480万,29266元/平米,堤园,江北区 慈城 ,6室3厅1厨6卫,低楼层 (共3层),505.71㎡,复式,481.01㎡,暂无数据,南,未知结构,精装,一梯一户,无,2021-05-28,商品房,2014-12-04,普通住宅,暂无数据,非共有,有抵押 客户偿还,已上传房本照片,202105283302050016,None,None,None,None
254万,19285元/平米,白云二村小区,海曙区 白云 ,4室3厅1厨3卫,高楼层 (共7层),131.71㎡,复式,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,2022-02-14,商品房,2001-11-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,201812033302030077,None,None,None,None
920万,42461元/平米,印象外滩,鄞州区 钟公庙 ,4室2厅1厨3卫,中楼层 (共27层),216.67㎡,平层,175.32㎡,板塔结合,东南,钢混结构,毛坯,两梯两户,有,2022-02-24,商品房,2015-01-07,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202202243302120111,None,None,None,None
2178万,78132元/平米,江山万里二期,鄞州区 南部商务区 ,5室2厅1厨3卫,高楼层 (共24层),278.76㎡,复式,暂无数据,板塔结合,南,钢混结构,其他,两梯两户,有,2021-08-13,商品房,2017-06-13,普通住宅,暂无数据,非共有,有抵押 1000万元,已上传房本照片,201912033302120093,None,None,None,None
260万,23507元/平米,华泰星城,鄞州区 姜山 ,3室2厅1厨2卫,中楼层 (共5层),110.61㎡,复式,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,2021-05-08,商品房,2021-05-08,普通住宅,暂无数据,非共有,有抵押 110万元 鄞州银行 业主自还,已上传房本照片,202105083302120088,None,None,None,None
490万,29174元/平米,金地国际花园,鄞州区 南部商务区 ,5室2厅1厨2卫,低楼层 (共21层),167.96㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯两户,有,2020-05-21,商品房,2009-02-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202008143302120206,None,None,None,None
520万,32111元/平米,春江花城,鄞州区 中河 ,4室2厅1厨2卫,低楼层 (共11层),161.94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2020-08-26,商品房,2007-10-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202008273302120046,None,None,None,None
400万,33207元/平米,荣安和院,鄞州区 中河 ,3室2厅1厨1卫,低楼层 (共11层),120.46㎡,平层,100.53㎡,板塔结合,南,钢混结构,其他,两梯三户,有,2021-05-08,商品房,2013-04-09,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202105133302120057,None,None,None,None
460万,29363元/平米,春江花城,鄞州区 中河 ,4室2厅1厨2卫,低楼层 (共18层),156.66㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-03-31,商品房,2007-09-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202004153302120164,None,None,None,None
223万,14257元/平米,四方家园,北仑区 戚家山 ,3室2厅1厨1卫,高楼层 (共6层),156.42㎡,复式,暂无数据,板塔结合,东南,钢混结构,其他,一梯两户,无,2020-10-02,商品房,2006-10-06,普通住宅,暂无数据,共有,无抵押,已上传房本照片,201812013302060009,None,None,None,None
510万,21601元/平米,江南庭园,鄞州区 首南 ,4室2厅2厨2卫,低楼层 (共3层),236.11㎡,跃层,暂无数据,板楼,南,钢混结构,精装,一梯五户,无,2021-08-22,拆迁安置房,2017-05-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202102243302120157,None,None,None,None
560万,40115元/平米,颐璟园三期,鄞州区 潘火 ,3室2厅1厨2卫,高楼层 (共33层),139.6㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,2019-07-10,商品房,2019-05-30,普通住宅,暂无数据,非共有,有抵押 140万元 客户偿还,已上传房本照片,201907113302120164,None,None,None,None
623.8万,29126元/平米,中海阳光玫瑰园,鄞州区 东钱湖 ,6室4厅2厨4卫,低楼层 (共11层),214.18㎡,复式,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,2021-05-28,商品房,2018-07-20,普通住宅,满五年,非共有,有抵押,已上传房本照片,202105283302120070,None,None,None,None
445万,32654元/平米,东湖花园二期,鄞州区 中河 ,4室2厅1厨2卫,高楼层 (共7层),136.28㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-08-08,商品房,2013-08-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202108083302120004,None,None,None,None
595万,45932元/平米,上湖城,鄞州区 邱隘 ,4室2厅1厨2卫,中楼层 (共26层),129.54㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2022-08-20,商品房,2021-03-31,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202303303302120037,None,None,None,None
320万,37136元/平米,盛世天城一期,鄞州区 中河 ,2室2厅1厨1卫,高楼层 (共24层),86.17㎡,平层,65.09㎡,板楼,南,钢混结构,其他,两梯三户,有,2021-07-14,商品房,2013-05-16,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202006253302120022,None,None,None,None
880万,49383元/平米,雅戈尔江上,海曙区 石碶 ,4室2厅1厨3卫,高楼层 (共13层),178.2㎡,平层,暂无数据,暂无数据,南,未知结构,精装,一梯两户,暂无数据,2023-03-23,商品房,2021-03-22,普通住宅,满两年,共有,有抵押,已上传房本照片,202309223302030003,None,None,None,None
970万,49614元/平米,江湾城一期,海曙区 段塘 ,4室2厅1厨3卫,中楼层 (共28层),195.51㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2023-05-06,商品房,2019-05-06,普通住宅,满两年,非共有,有抵押 业主自还,已上传房本照片,202305073302030015,None,None,None,None
260万,23507元/平米,华泰星城,鄞州区 姜山 ,3室2厅1厨2卫,中楼层 (共5层),110.61㎡,复式,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,2021-05-08,商品房,2021-05-08,普通住宅,暂无数据,非共有,有抵押 110万元 鄞州银行 业主自还,已上传房本照片,202105083302120088,None,None,None,None
560万,40115元/平米,颐璟园三期,鄞州区 潘火 ,3室2厅1厨2卫,高楼层 (共33层),139.6㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,2019-07-10,商品房,2019-05-30,普通住宅,暂无数据,非共有,有抵押 140万元 客户偿还,已上传房本照片,201907113302120164,None,None,None,None
223万,14257元/平米,四方家园,北仑区 戚家山 ,3室2厅1厨1卫,高楼层 (共6层),156.42㎡,复式,暂无数据,板塔结合,东南,钢混结构,其他,一梯两户,无,2020-10-02,商品房,2006-10-06,普通住宅,暂无数据,共有,无抵押,已上传房本照片,201812013302060009,None,None,None,None
490万,29174元/平米,金地国际花园,鄞州区 南部商务区 ,5室2厅1厨2卫,低楼层 (共21层),167.96㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯两户,有,2020-05-21,商品房,2009-02-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202008143302120206,None,None,None,None
520万,32111元/平米,春江花城,鄞州区 中河 ,4室2厅1厨2卫,低楼层 (共11层),161.94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2020-08-26,商品房,2007-10-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202008273302120046,None,None,None,None
510万,21601元/平米,江南庭园,鄞州区 首南 ,4室2厅2厨2卫,低楼层 (共3层),236.11㎡,跃层,暂无数据,板楼,南,钢混结构,精装,一梯五户,无,2021-08-22,拆迁安置房,2017-05-30,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202102243302120157,None,None,None,None
299万,12728元/平米,中河丽园,北仑区 大碶 ,8室2厅1厨3卫,高楼层 (共6层),234.93㎡,复式,暂无数据,塔楼,南 北,钢混结构,其他,一梯两户,无,2022-05-27,商品房,2016-05-27,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,201811163302060026,None,None,None,None
283万,12806元/平米,欧景苑,慈溪市 老城区 ,4室2厅1厨3卫,高楼层 (共4层),221㎡,复式,暂无数据,暂无数据,南,钢混结构,精装,一梯一户,暂无数据,2021-03-20,商品房,2021-04-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202104123302820063,None,None,None,None
778万,31207元/平米,中海雍城世家一期,鄞州区 南部商务区 ,5室2厅1厨4卫,高楼层 (共12层),249.31㎡,复式,197.67㎡,板塔结合,南,钢混结构,毛坯,两梯两户,有,2022-11-30,商品房,2012-09-10,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202211303302120090,None,None,None,None
380万,27463元/平米,中海国际社区五期,鄞州区 下应 ,5室2厅1厨2卫,中楼层 (共33层),138.37㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,2023-04-20,商品房,2017-05-20,普通住宅,暂无数据,共有,有抵押 30万元 业主自还,已上传房本照片,202304203302120062,None,None,None,None
900万,49675元/平米,欢乐海岸三期,鄞州区 钟公庙 ,4室1厅1厨3卫,中楼层 (共16层),181.18㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,2022-08-28,商品房,2020-04-27,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202204273302120053,None,None,None,None
1500万,69875元/平米,中海国际社区二期,鄞州区 下应 ,5室2厅1厨4卫,低楼层 (共3层),214.67㎡,复式,暂无数据,板楼,南,砖混结构,其他,一梯四户,无,2023-03-22,商品房,2017-03-17,普通住宅,暂无数据,非共有,有抵押 业主自还,已上传房本照片,201906063302120156,None,None,None,None
608万,37638元/平米,中南菩悦锦庭,海曙区 石碶 ,5室1厅1厨4卫,高楼层 (共4层),161.54㎡,复式,暂无数据,板楼,南,钢混结构,毛坯,一梯七户,无,2023-04-25,商品房,2019-04-25,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202009063302030037,None,None,None,None
1155万,58316元/平米,景瑞缇香郡,鄞州区 姜山 ,4室2厅1厨2卫,低楼层 (共3层),198.06㎡,跃层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯六户,无,2021-09-18,商品房,2019-09-12,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202109193302120041,None,None,None,None
157万,11733元/平米,滨江诺德学府,奉化区 奉化区 ,4室2厅1厨2卫,低楼层 (共32层),133.82㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-04-28,商品房,2021-04-28,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202104283302830014,None,None,None,None
260万,20812元/平米,书香丽景,镇海区 庄市 ,4室1厅1厨1卫,低楼层 (共18层),124.93㎡,平层,99.48㎡,板塔结合,南,钢混结构,简装,两梯两户,有,2021-08-13,商品房,2018-07-18,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202009013302110034,None,None,None,None
249万,24615元/平米,华光城,鄞州区 福明 ,3室1厅1厨1卫,高楼层 (共6层),101.16㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2020-10-11,商品房,2016-03-24,普通住宅,满五年,共有,有抵押,已上传房本照片,202010123302120086,None,None,None,None
520万,26970元/平米,香堤水岸,鄞州区 南部商务区 ,5室2厅1厨3卫,高楼层 (共17层),192.81㎡,跃层,155.73㎡,板塔结合,南 北,钢混结构,其他,两梯两户,有,2023-06-22,商品房,2010-10-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202306223302120015,None,None,None,None
1750万,85366元/平米,江山万里三期,鄞州区 南部商务区 ,4室2厅1厨2卫,高楼层 (共30层),205㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯两户,有,2023-05-11,商品房,2021-05-11,普通住宅,暂无数据,非共有,有抵押 客户偿还,已上传房本照片,20230511330212014332001,None,None,None,None
1346万,51160元/平米,风格城事,鄞州区 中河 ,4室2厅1厨3卫,中楼层 (共19层),263.1㎡,平层,213.15㎡,塔楼,南,钢混结构,其他,一梯两户,有,2021-06-15,商品房,2014-08-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202105203302120038,None,None,None,None
250万,18627元/平米,宁大花园,镇海区 庄市 ,3室2厅1厨2卫,低楼层 (共10层),134.22㎡,平层,118㎡,板楼,南,框架结构,简装,一梯两户,有,2020-09-02,商品房,2008-09-10,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202009033302110046,None,None,None,None
